POPULATION_NAME,FISCAL_YEAR,DEMO_GRP,TOTAL_CT,TOTAL_CT_ANNOT,SMHS1_CT,SMHS1_CT_ANNOT,SMHS5_CT,SMHS5_CT_ANNOT
Sonoma,2016,R6 Other,11274,,297,,174,
Sonoma,2016,R7 Unknown,5241,,232,,161,
Sonoma,2016,S1 Female,46626,,944,,612,
Sonoma,2016,S2 Male,37365,,1039,,697,
Sonoma,2016,Z1 ALL,83991,,1983,,1309,
Sonoma,2017,A1 Adults 21-44,48334,,1095,,671,
Sonoma,2017,A2 Adults 45-64,28315,,859,,570,
Sonoma,2017,A3 Adults 65+,10887,,205,,129,
Sonoma,2017,R1 Alaskan Native or American Indian,1080,,18,,,1
Sonoma,2017,R2 Asian or Pacific Islander,3986,,39,,20,
Sonoma,2017,R3 Black,1614,,72,,44,
Sonoma,2017,R4 Hispanic,25226,,196,,114,
Sonoma,2017,R5 White,34963,,1130,,,2
Sonoma,2017,R6 Other,15596,,456,,270,
Sonoma,2017,R7 Unknown,5071,,248,,176,
Sonoma,2017,S1 Female,48448,,1013,,631,
Sonoma,2017,S2 Male,39088,,1146,,739,
Sonoma,2017,Z1 ALL,87536,,2159,,1370,
Sonoma,2018,A1 Adults 21-44,47080,,1163,,710,
Sonoma,2018,A2 Adults 45-64,27560,,822,,556,
Sonoma,2018,A3 Adults 65+,11014,,185,,113,
Sonoma,2018,R1 Alaskan Native or American Indian,945,,16,,,1
Sonoma,2018,R2 Asian or Pacific Islander,3268,,30,,19,
Sonoma,2018,R3 Black,1537,,67,,42,
Sonoma,2018,R4 Hispanic,25231,,215,,129,
Sonoma,2018,R5 White,32389,,1107,,,2
Sonoma,2018,R6 Other,17310,,503,,308,
Sonoma,2018,R7 Unknown,4974,,232,,163,
Sonoma,2018,S1 Female,47517,,1017,,626,
Sonoma,2018,S2 Male,38137,,1153,,753,
Sonoma,2018,Z1 ALL,85654,,2170,,1379,
Sonoma,2019,A1 Adults 21-44,43602,,1091,,676,
Sonoma,2019,A2 Adults 45-64,26376,,745,,500,
Sonoma,2019,A3 Adults 65+,11229,,202,,154,
Sonoma,2019,R1 Alaskan Native or American Indian,858,,22,,,1
Sonoma,2019,R2 Asian or Pacific Islander,3058,,37,,24,
Sonoma,2019,R3 Black,1412,,54,,39,
Sonoma,2019,R4 Hispanic,24494,,207,,134,
Sonoma,2019,R5 White,29136,,981,,,2
Sonoma,2019,R6 Other,17713,,517,,302,
Sonoma,2019,R7 Unknown,4536,,220,,153,
Sonoma,2019,S1 Female,45382,,960,,598,
Sonoma,2019,S2 Male,35825,,1078,,732,
Sonoma,2019,Z1 ALL,81207,,2038,,1330,
Sonoma,2020,A1 Adults 21-44,41917,,1060,,663,
Sonoma,2020,A2 Adults 45-64,25863,,668,,500,
Sonoma,2020,A3 Adults 65+,11206,,203,,162,
Sonoma,2020,R1 Alaskan Native or American Indian,799,,15,,,1
Sonoma,2020,R2 Asian or Pacific Islander,2990,,36,,26,
Sonoma,2020,R3 Black,1358,,66,,45,
Sonoma,2020,R4 Hispanic,23643,,204,,121,
Sonoma,2020,R5 White,27360,,856,,,2
Sonoma,2020,R6 Other,18485,,526,,335,
Sonoma,2020,R7 Unknown,4351,,228,,153,
Sonoma,2020,S1 Female,44355,,886,,601,
Sonoma,2020,S2 Male,34631,,1045,,724,
Sonoma,2020,Z1 ALL,78986,,1931,,1325,
Sonoma,2021,A1 Adults 21-44,42231,,1079,,764,
Sonoma,2021,A2 Adults 45-64,26055,,643,,516,
Sonoma,2021,A3 Adults 65+,11721,,215,,169,
Sonoma,2021,R1 Alaskan Native or American Indian,759,,12,,,1
Sonoma,2021,R2 Asian or Pacific Islander,2942,,29,,25,
Sonoma,2021,R3 Black,1341,,71,,52,
Sonoma,2021,R4 Hispanic,24194,,201,,142,
Sonoma,2021,R5 White,26909,,874,,,2
Sonoma,2021,R6 Other,19746,,548,,394,
Sonoma,2021,R7 Unknown,4116,,202,,156,
Sonoma,2021,S1 Female,44959,,864,,646,
Sonoma,2021,S2 Male,35048,,1073,,803,
Sonoma,2021,Z1 ALL,80007,,1937,,1449,
Stanislaus,2015,A1 Adults 21-44,67253,,2391,,1133,
Stanislaus,2015,A2 Adults 45-64,38685,,1697,,942,
Stanislaus,2015,A3 Adults 65+,15973,,203,,155,
Stanislaus,2015,R1 Alaskan Native or American Indian,453,,31,,16,
Stanislaus,2015,R2 Asian or Pacific Islander,8031,,138,,85,
Stanislaus,2015,R3 Black,5103,,273,,148,
Stanislaus,2015,R4 Hispanic,48335,,932,,421,
Stanislaus,2015,R5 White,48006,,2256,,1144,
Stanislaus,2015,R6 Other,2451,,74,,38,
Stanislaus,2015,R7 Unknown,9532,,587,,378,
Stanislaus,2015,S1 Female,68447,,2229,,1109,
Stanislaus,2015,S2 Male,53464,,2062,,1121,
Stanislaus,2015,Z1 ALL,121911,,4291,,2230,
Stanislaus,2016,A1 Adults 21-44,87369,,2291,,1141,
Stanislaus,2016,A2 Adults 45-64,44947,,1502,,926,
Stanislaus,2016,A3 Adults 65+,17006,,213,,163,
Stanislaus,2016,R1 Alaskan Native or American Indian,481,,23,,12,
Stanislaus,2016,R2 Asian or Pacific Islander,9336,,129,,82,
Stanislaus,2016,R3 Black,5650,,264,,147,
Stanislaus,2016,R4 Hispanic,68571,,931,,464,
Stanislaus,2016,R5 White,51649,,2064,,1153,
Stanislaus,2016,R6 Other,3038,,87,,43,
Stanislaus,2016,R7 Unknown,10597,,508,,329,
Stanislaus,2016,S1 Female,83117,,2008,,1098,
Stanislaus,2016,S2 Male,66205,,1998,,1132,
Stanislaus,2016,Z1 ALL,149322,,4006,,2230,
Stanislaus,2017,A1 Adults 21-44,91389,,2293,,1211,
Stanislaus,2017,A2 Adults 45-64,46763,,1477,,914,
Stanislaus,2017,A3 Adults 65+,17894,,184,,141,
Stanislaus,2017,R1 Alaskan Native or American Indian,503,,35,,23,
Stanislaus,2017,R2 Asian or Pacific Islander,9968,,128,,76,
Stanislaus,2017,R3 Black,5816,,255,,145,
Stanislaus,2017,R4 Hispanic,72809,,966,,478,
Stanislaus,2017,R5 White,51934,,1971,,1153,
Stanislaus,2017,R6 Other,3622,,94,,61,
Stanislaus,2017,R7 Unknown,11394,,505,,330,
Stanislaus,2017,S1 Female,86646,,1909,,1075,
Stanislaus,2017,S2 Male,69400,,2045,,1191,
Stanislaus,2017,Z1 ALL,156046,,3954,,2266,
Stanislaus,2018,A1 Adults 21-44,92639,,2276,,1209,
Stanislaus,2018,A2 Adults 45-64,47225,,1409,,878,
Stanislaus,2018,A3 Adults 65+,18480,,188,,136,
Stanislaus,2018,R1 Alaskan Native or American Indian,514,,28,,21,
Stanislaus,2018,R2 Asian or Pacific Islander,10378,,135,,88,
Stanislaus,2018,R3 Black,5744,,244,,149,
Stanislaus,2018,R4 Hispanic,74763,,999,,515,
Stanislaus,2018,R5 White,50926,,1844,,1068,
Stanislaus,2018,R6 Other,3808,,108,,58,
Stanislaus,2018,R7 Unknown,12211,,515,,324,
Stanislaus,2018,S1 Female,87856,,1899,,1087,
Stanislaus,2018,S2 Male,70488,,1974,,1136,
Stanislaus,2018,Z1 ALL,158344,,3873,,2223,
Stanislaus,2019,A1 Adults 21-44,88035,,2320,,1245,
Stanislaus,2019,A2 Adults 45-64,45778,,1344,,835,
Stanislaus,2019,A3 Adults 65+,18813,,200,,155,
Stanislaus,2019,R1 Alaskan Native or American Indian,489,,28,,19,
Stanislaus,2019,R2 Asian or Pacific Islander,10188,,145,,91,
Stanislaus,2019,R3 Black,5525,,236,,146,
Stanislaus,2019,R4 Hispanic,73143,,1037,,539,
Stanislaus,2019,R5 White,47523,,1779,,1041,
Stanislaus,2019,R6 Other,3483,,97,,48,
Stanislaus,2019,R7 Unknown,12275,,542,,351,
Stanislaus,2019,S1 Female,85455,,1890,,1056,
Stanislaus,2019,S2 Male,67171,,1974,,1179,
Stanislaus,2019,Z1 ALL,152626,,3864,,2235,
Stanislaus,2020,A1 Adults 21-44,84870,,2214,,1242,
Stanislaus,2020,A2 Adults 45-64,44257,,1245,,797,
Stanislaus,2020,A3 Adults 65+,18913,,214,,160,
Stanislaus,2020,R1 Alaskan Native or American Indian,458,,28,,18,
Stanislaus,2020,R2 Asian or Pacific Islander,10034,,127,,84,
Stanislaus,2020,R3 Black,5321,,225,,138,
Stanislaus,2020,R4 Hispanic,70959,,1050,,576,
Stanislaus,2020,R5 White,45416,,1653,,1003,
Stanislaus,2020,R6 Other,3163,,86,,47,
Stanislaus,2020,R7 Unknown,12689,,504,,333,
Stanislaus,2020,S1 Female,83678,,1785,,1045,
Stanislaus,2020,S2 Male,64362,,1888,,1154,
Stanislaus,2020,Z1 ALL,148040,,3673,,2199,
Stanislaus,2021,A1 Adults 21-44,84257,,2220,,1208,
Stanislaus,2021,A2 Adults 45-64,44382,,1172,,780,
Stanislaus,2021,A3 Adults 65+,19697,,219,,164,
Stanislaus,2021,R1 Alaskan Native or American Indian,445,,29,,18,
Stanislaus,2021,R2 Asian or Pacific Islander,10088,,136,,92,
Stanislaus,2021,R3 Black,5239,,210,,124,
Stanislaus,2021,R4 Hispanic,71811,,1038,,566,
Stanislaus,2021,R5 White,44352,,1615,,985,
Stanislaus,2021,R6 Other,2773,,61,,36,
Stanislaus,2021,R7 Unknown,13628,,522,,331,
Stanislaus,2021,S1 Female,84203,,1784,,1060,
Stanislaus,2021,S2 Male,64133,,1827,,1092,
Stanislaus,2021,Z1 ALL,148336,,3611,,2152,
Statewide,2015,A1 Adults 21-44,3632116,,165869,,96892,
Statewide,2015,A2 Adults 45-64,2382757,,155124,,101866,
Statewide,2015,A3 Adults 65+,1173872,,20803,,13262,
Statewide,2015,R1 Alaskan Native or American Indian,37591,,2457,,1450,
Statewide,2015,R2 Asian or Pacific Islander,967980,,23967,,16019,
Statewide,2015,R3 Black,662219,,53092,,31810,
Statewide,2015,R4 Hispanic,2533658,,76987,,46641,
Statewide,2015,R5 White,1915898,,121854,,75012,
Statewide,2015,R6 Other,428760,,17090,,10175,
Statewide,2015,R7 Unknown,642639,,46349,,30913,
Statewide,2015,S1 Female,4019074,,181849,,113357,
Statewide,2015,S2 Male,3169671,,159947,,98663,
Statewide,2015,Z1 ALL,7188745,,341796,,212020,
Statewide,2016,A1 Adults 21-44,4852512,,173641,,99859,
Statewide,2016,A2 Adults 45-64,2776160,,152236,,99714,
Statewide,2016,A3 Adults 65+,1267086,,21301,,13621,
Statewide,2016,R1 Alaskan Native or American Indian,40230,,2487,,1481,
Statewide,2016,R2 Asian or Pacific Islander,1106925,,23407,,15598,
Statewide,2016,R3 Black,696883,,53939,,32361,
Statewide,2016,R4 Hispanic,3724443,,84955,,50453,
Statewide,2016,R5 White,2066650,,120216,,73597,
Statewide,2016,R6 Other,596260,,25962,,16081,
Statewide,2016,R7 Unknown,664367,,36212,,23623,
Statewide,2016,S1 Female,4989587,,182612,,112777,
Statewide,2016,S2 Male,3906170,,164566,,100417,
Statewide,2016,S3 Unknown,,1,0,,0,
Statewide,2016,Z1 ALL,8895758,,347178,,213194,
Statewide,2017,A1 Adults 21-44,5105261,,174953,,100491,
Statewide,2017,A2 Adults 45-64,2875920,,146483,,95467,
Statewide,2017,A3 Adults 65+,1330416,,22406,,14369,
Statewide,2017,R1 Alaskan Native or American Indian,40258,,2350,,1355,
Statewide,2017,R2 Asian or Pacific Islander,1137041,,22378,,15075,
Statewide,2017,R3 Black,708545,,51988,,31101,
Statewide,2017,R4 Hispanic,3945056,,87258,,51908,
Statewide,2017,R5 White,2085516,,115728,,70533,
Statewide,2017,R6 Other,708825,,29369,,17899,
Statewide,2017,R7 Unknown,686356,,34771,,22456,
Statewide,2017,S1 Female,5196477,,178811,,110003,
Statewide,2017,S2 Male,4115120,,165031,,100324,
Statewide,2017,Z1 ALL,9311597,,343842,,210327,
Statewide,2018,A1 Adults 21-44,4964228,,177580,,101617,
Statewide,2018,A2 Adults 45-64,2792523,,140742,,90992,
Statewide,2018,A3 Adults 65+,1354583,,23431,,15077,
Statewide,2018,R1 Alaskan Native or American Indian,39078,,2320,,1321,
Statewide,2018,R2 Asian or Pacific Islander,1074910,,21909,,14725,
Statewide,2018,R3 Black,695926,,51386,,30698,
Statewide,2018,R4 Hispanic,3882384,,89906,,53080,
Statewide,2018,R5 White,1992718,,111632,,67805,
Statewide,2018,R6 Other,762704,,31172,,18789,
Statewide,2018,R7 Unknown,663614,,33428,,21268,
Statewide,2018,S1 Female,5089134,,176485,,108180,
Statewide,2018,S2 Male,4022200,,165268,,99506,
Statewide,2018,Z1 ALL,9111334,,341753,,207686,
Statewide,2019,A1 Adults 21-44,4819133,,182324,,105644,
Statewide,2019,A2 Adults 45-64,2724178,,137282,,89284,
Statewide,2019,A3 Adults 65+,1380330,,24827,,15836,
Statewide,2019,R1 Alaskan Native or American Indian,38350,,2312,,1361,
Statewide,2019,R2 Asian or Pacific Islander,1049254,,21148,,14120,
Statewide,2019,R3 Black,686943,,52061,,31220,
Statewide,2019,R4 Hispanic,3818756,,94672,,56703,
Statewide,2019,R5 White,1915522,,109908,,67305,
Statewide,2019,R6 Other,771484,,31765,,19258,
Statewide,2019,R7 Unknown,643332,,32567,,20797,
Statewide,2019,S1 Female,4996603,,177605,,109473,
Statewide,2019,S2 Male,3927038,,166828,,101291,
Statewide,2019,Z1 ALL,8923641,,344433,,210764,
Statewide,2020,A1 Adults 21-44,4696637,,182920,,111206,
Statewide,2020,A2 Adults 45-64,2679674,,131440,,89000,
Statewide,2020,A3 Adults 65+,1390650,,25686,,17413,
Statewide,2020,R1 Alaskan Native or American Indian,37048,,2251,,1390,
Statewide,2020,R2 Asian or Pacific Islander,1032512,,19674,,14088,
Statewide,2020,R3 Black,671972,,51744,,32911,
Statewide,2020,R4 Hispanic,3753957,,96786,,60748,
Statewide,2020,R5 White,1864698,,106053,,67771,
Statewide,2020,R6 Other,794290,,32404,,20269,
Statewide,2020,R7 Unknown,612484,,31134,,20442,
Statewide,2020,S1 Female,4921456,,174693,,112863,
Statewide,2020,S2 Male,3845505,,165353,,104756,
Statewide,2020,Z1 ALL,8766961,,340046,,217619,
Statewide,2021,A1 Adults 21-44,4720585,,187045,,119826,
Statewide,2021,A2 Adults 45-64,2704504,,125216,,89144,
Statewide,2021,A3 Adults 65+,1456134,,26751,,19005,
Statewide,2021,R1 Alaskan Native or American Indian,36984,,2162,,1399,
Statewide,2021,R2 Asian or Pacific Islander,1034936,,19606,,14526,
Statewide,2021,R3 Black,673876,,50288,,34490,
Statewide,2021,R4 Hispanic,3812513,,100433,,66297,
Statewide,2021,R5 White,1860271,,102682,,68712,
Statewide,2021,R6 Other,840385,,33486,,21995,
Statewide,2021,R7 Unknown,622258,,30355,,20556,
Statewide,2021,S1 Female,4976646,,175161,,119516,
Statewide,2021,S2 Male,3904577,,163851,,108459,
Statewide,2021,Z1 ALL,8881223,,339012,,227975,
Sutter,2015,A1 Adults 21-44,11520,,619,,257,
Sutter,2015,A2 Adults 45-64,7211,,547,,283,
Sutter,2015,A3 Adults 65+,3604,,92,,39,
Sutter,2015,R1 Alaskan Native or American Indian,146,,,1,,1
Sutter,2015,R2 Asian or Pacific Islander,4929,,83,,31,
Sutter,2015,R3 Black,531,,48,,21,
Sutter,2015,R4 Hispanic,5846,,168,,75,
Sutter,2015,R5 White,8983,,,2,363,
Sutter,2015,R6 Other,420,,17,,,1
Sutter,2015,R7 Unknown,1480,,153,,80,
Sutter,2015,S1 Female,12529,,770,,360,
Sutter,2015,S2 Male,9806,,488,,219,
Sutter,2015,Z1 ALL,22335,,1258,,579,
Sutter,2016,A1 Adults 21-44,14626,,601,,274,
Sutter,2016,A2 Adults 45-64,8156,,515,,296,
Sutter,2016,A3 Adults 65+,3799,,97,,46,
Sutter,2016,R1 Alaskan Native or American Indian,168,,,1,,1
Sutter,2016,R2 Asian or Pacific Islander,5770,,99,,42,
Sutter,2016,R3 Black,576,,41,,24,
Sutter,2016,R4 Hispanic,8394,,194,,95,
Sutter,2016,R5 White,9680,,,2,382,
Sutter,2016,R6 Other,520,,21,,,1
Sutter,2016,R7 Unknown,1473,,111,,60,
Sutter,2016,S1 Female,14785,,722,,383,
Sutter,2016,S2 Male,11796,,491,,233,
Sutter,2016,Z1 ALL,26581,,1213,,616,
Sutter,2017,A1 Adults 21-44,15285,,665,,308,
Sutter,2017,A2 Adults 45-64,8440,,512,,290,
Sutter,2017,A3 Adults 65+,3950,,92,,45,
Sutter,2017,R1 Alaskan Native or American Indian,169,,13,,,1
Sutter,2017,R2 Asian or Pacific Islander,6157,,100,,47,
Sutter,2017,R3 Black,602,,45,,22,
Sutter,2017,R4 Hispanic,8868,,215,,107,
Sutter,2017,R5 White,9819,,765,,388,
Sutter,2017,R6 Other,526,,20,,,1
Sutter,2017,R7 Unknown,1534,,111,,65,
Sutter,2017,S1 Female,15329,,763,,403,
Sutter,2017,S2 Male,12346,,506,,240,
Sutter,2017,Z1 ALL,27675,,1269,,643,
Sutter,2018,A1 Adults 21-44,15313,,660,,331,
Sutter,2018,A2 Adults 45-64,8448,,470,,269,
Sutter,2018,A3 Adults 65+,4116,,89,,44,
Sutter,2018,R1 Alaskan Native or American Indian,158,,,1,,1
Sutter,2018,R2 Asian or Pacific Islander,6495,,105,,52,
Sutter,2018,R3 Black,596,,41,,24,
Sutter,2018,R4 Hispanic,9033,,232,,120,
Sutter,2018,R5 White,9548,,,2,,2
Sutter,2018,R6 Other,562,,33,,14,
Sutter,2018,R7 Unknown,1485,,104,,57,
Sutter,2018,S1 Female,15468,,723,,385,
Sutter,2018,S2 Male,12409,,496,,259,
Sutter,2018,Z1 ALL,27877,,1219,,644,
Sutter,2019,A1 Adults 21-44,14654,,629,,319,
Sutter,2019,A2 Adults 45-64,8101,,469,,252,
Sutter,2019,A3 Adults 65+,4194,,96,,41,
Sutter,2019,R1 Alaskan Native or American Indian,155,,,1,,1
Sutter,2019,R2 Asian or Pacific Islander,6413,,114,,56,
Sutter,2019,R3 Black,620,,42,,21,
Sutter,2019,R4 Hispanic,8696,,218,,107,
Sutter,2019,R5 White,9113,,,2,,2
Sutter,2019,R6 Other,493,,31,,14,
Sutter,2019,R7 Unknown,1459,,91,,53,
Sutter,2019,S1 Female,15030,,690,,358,
Sutter,2019,S2 Male,11919,,504,,254,
Sutter,2019,Z1 ALL,26949,,1194,,612,
Sutter,2020,A1 Adults 21-44,14076,,586,,278,
Sutter,2020,A2 Adults 45-64,7818,,436,,266,
Sutter,2020,A3 Adults 65+,4369,,105,,49,
Sutter,2020,R1 Alaskan Native or American Indian,149,,,1,,1
Sutter,2020,R2 Asian or Pacific Islander,6344,,102,,51,
Sutter,2020,R3 Black,620,,43,,20,
Sutter,2020,R4 Hispanic,8573,,217,,111,
Sutter,2020,R5 White,8817,,,2,348,
Sutter,2020,R6 Other,413,,17,,,1
Sutter,2020,R7 Unknown,1347,,90,,51,
Sutter,2020,S1 Female,14701,,638,,344,
Sutter,2020,S2 Male,11562,,489,,249,
Sutter,2020,Z1 ALL,26263,,1127,,593,
Sutter,2021,A1 Adults 21-44,13975,,601,,328,
Sutter,2021,A2 Adults 45-64,7749,,412,,268,
Sutter,2021,A3 Adults 65+,4598,,113,,70,
Sutter,2021,R1 Alaskan Native or American Indian,156,,,1,,1
Sutter,2021,R2 Asian or Pacific Islander,6227,,110,,58,
Sutter,2021,R3 Black,611,,39,,28,
Sutter,2021,R4 Hispanic,8848,,236,,135,
Sutter,2021,R5 White,8806,,,2,381,
Sutter,2021,R6 Other,356,,13,,,1
Sutter,2021,R7 Unknown,1318,,84,,54,
Sutter,2021,S1 Female,14746,,630,,380,
Sutter,2021,S2 Male,11576,,496,,286,
Sutter,2021,Z1 ALL,26322,,1126,,666,
Tehama,2015,A1 Adults 21-44,8188,,671,,292,
Tehama,2015,A2 Adults 45-64,5463,,545,,353,
Tehama,2015,A3 Adults 65+,1928,,78,,54,
Tehama,2015,R1 Alaskan Native or American Indian,282,,21,,12,
Tehama,2015,R2 Asian or Pacific Islander,234,,18,,14,
Tehama,2015,R3 Black,128,,14,,,1
Tehama,2015,R4 Hispanic,2653,,116,,48,
Tehama,2015,R5 White,10944,,,2,519,
Tehama,2015,R6 Other,133,,,1,,1
Tehama,2015,R7 Unknown,1205,,142,,90,
Tehama,2015,S1 Female,8607,,777,,447,
Tehama,2015,S2 Male,6972,,517,,252,
Tehama,2015,Z1 ALL,15579,,1294,,699,
Tehama,2016,A1 Adults 21-44,9817,,712,,284,
Tehama,2016,A2 Adults 45-64,5911,,478,,280,
Tehama,2016,A3 Adults 65+,1961,,67,,43,
Tehama,2016,R1 Alaskan Native or American Indian,271,,19,,,1
Tehama,2016,R2 Asian or Pacific Islander,259,,,1,,1
Tehama,2016,R3 Black,136,,12,,,1
Tehama,2016,R4 Hispanic,4210,,122,,52,
Tehama,2016,R5 White,11364,,,2,466,
Tehama,2016,R6 Other,181,,18,,,1
Tehama,2016,R7 Unknown,1268,,114,,63,
Tehama,2016,S1 Female,9707,,746,,372,
Tehama,2016,S2 Male,7982,,511,,235,
Tehama,2016,Z1 ALL,17689,,1257,,607,
Tehama,2017,A1 Adults 21-44,10040,,661,,277,
Tehama,2017,A2 Adults 45-64,5925,,444,,285,
Tehama,2017,A3 Adults 65+,1996,,57,,39,
Tehama,2017,R1 Alaskan Native or American Indian,265,,22,,,1
Tehama,2017,R2 Asian or Pacific Islander,285,,11,,,1
Tehama,2017,R3 Black,133,,12,,,1
Tehama,2017,R4 Hispanic,4513,,130,,59,
Tehama,2017,R5 White,11342,,871,,453,
Tehama,2017,R6 Other,188,,13,,,1
Tehama,2017,R7 Unknown,1235,,103,,60,
Tehama,2017,S1 Female,9828,,679,,346,
Tehama,2017,S2 Male,8133,,483,,255,
Tehama,2017,Z1 ALL,17961,,1162,,601,
Tehama,2018,A1 Adults 21-44,9758,,553,,236,
Tehama,2018,A2 Adults 45-64,5876,,374,,212,
Tehama,2018,A3 Adults 65+,2067,,63,,29,
Tehama,2018,R1 Alaskan Native or American Indian,278,,18,,,1
Tehama,2018,R2 Asian or Pacific Islander,283,,,1,,1
Tehama,2018,R3 Black,135,,12,,,1
Tehama,2018,R4 Hispanic,4574,,121,,52,
Tehama,2018,R5 White,10985,,743,,355,
Tehama,2018,R6 Other,190,,,1,,1
Tehama,2018,R7 Unknown,1256,,76,,41,
Tehama,2018,S1 Female,9718,,562,,274,
Tehama,2018,S2 Male,7983,,428,,203,
Tehama,2018,Z1 ALL,17701,,990,,477,
Tehama,2019,A1 Adults 21-44,9633,,490,,228,
Tehama,2019,A2 Adults 45-64,5898,,333,,195,
Tehama,2019,A3 Adults 65+,2204,,59,,34,
Tehama,2019,R1 Alaskan Native or American Indian,265,,12,,,1
Tehama,2019,R2 Asian or Pacific Islander,272,,,1,,1
Tehama,2019,R3 Black,133,,,1,,1
Tehama,2019,R4 Hispanic,4640,,113,,52,
Tehama,2019,R5 White,10958,,652,,342,
Tehama,2019,R6 Other,163,,,1,,1
Tehama,2019,R7 Unknown,1304,,81,,43,
Tehama,2019,S1 Female,9738,,508,,268,
Tehama,2019,S2 Male,7997,,374,,189,
Tehama,2019,Z1 ALL,17735,,882,,457,
Tehama,2020,A1 Adults 21-44,9280,,455,,226,
Tehama,2020,A2 Adults 45-64,5612,,279,,167,
Tehama,2020,A3 Adults 65+,2358,,49,,36,
Tehama,2020,R1 Alaskan Native or American Indian,236,,,1,,1
Tehama,2020,R2 Asian or Pacific Islander,255,,,1,,1
Tehama,2020,R3 Black,132,,14,,,1
Tehama,2020,R4 Hispanic,4519,,86,,49,
Tehama,2020,R5 White,10736,,598,,321,
Tehama,2020,R6 Other,138,,,1,,1
Tehama,2020,R7 Unknown,1234,,64,,42,
Tehama,2020,S1 Female,9553,,430,,231,
Tehama,2020,S2 Male,7697,,353,,198,
Tehama,2020,Z1 ALL,17250,,783,,429,
Tehama,2021,A1 Adults 21-44,9698,,401,,166,
Tehama,2021,A2 Adults 45-64,5718,,227,,112,
Tehama,2021,A3 Adults 65+,2613,,30,,13,
Tehama,2021,R1 Alaskan Native or American Indian,243,,,1,,1
Tehama,2021,R2 Asian or Pacific Islander,254,,,1,,1
Tehama,2021,R3 Black,159,,11,,,1
Tehama,2021,R4 Hispanic,4836,,73,,33,
Tehama,2021,R5 White,11058,,489,,217,
Tehama,2021,R6 Other,138,,14,,,1
Tehama,2021,R7 Unknown,1341,,61,,32,
Tehama,2021,S1 Female,10021,,354,,145,
Tehama,2021,S2 Male,8008,,304,,146,
Tehama,2021,Z1 ALL,18029,,658,,291,
Trinity,2015,A1 Adults 21-44,1709,,97,,69,
Trinity,2015,A2 Adults 45-64,1411,,86,,70,
Trinity,2015,A3 Adults 65+,422,,17,,12,
Trinity,2015,R1 Alaskan Native or American Indian,119,,,1,,1
Trinity,2015,R2 Asian or Pacific Islander,48,,,1,,1
Trinity,2015,R3 Black,11,,0,,0,
Trinity,2015,R4 Hispanic,135,,,1,,1
Trinity,2015,R5 White,2835,,155,,113,
Trinity,2015,R6 Other,35,,,1,,1
Trinity,2015,R7 Unknown,359,,20,,17,
Trinity,2015,S1 Female,1781,,117,,89,
Trinity,2015,S2 Male,1761,,83,,62,
Trinity,2015,Z1 ALL,3542,,200,,151,
Trinity,2016,A1 Adults 21-44,1962,,117,,76,
Trinity,2016,A2 Adults 45-64,1505,,81,,64,
Trinity,2016,A3 Adults 65+,439,,16,,12,
Trinity,2016,R1 Alaskan Native or American Indian,124,,,1,,1
Trinity,2016,R2 Asian or Pacific Islander,74,,,1,,1
Trinity,2016,R3 Black,16,,,1,,1
Trinity,2016,R4 Hispanic,162,,13,,12,
Trinity,2016,R5 White,3126,,167,,114,
Trinity,2016,R6 Other,59,,,1,,1
Trinity,2016,R7 Unknown,345,,19,,16,
Trinity,2016,S1 Female,1959,,129,,88,
Trinity,2016,S2 Male,1947,,85,,64,
Trinity,2016,Z1 ALL,3906,,214,,152,
Trinity,2017,A1 Adults 21-44,1976,,122,,,2
Trinity,2017,A2 Adults 45-64,1470,,73,,68,
Trinity,2017,A3 Adults 65+,439,,13,,,1
Trinity,2017,R1 Alaskan Native or American Indian,114,,,1,,1
Trinity,2017,R2 Asian or Pacific Islander,78,,,1,,1
Trinity,2017,R3 Black,19,,,1,,1
Trinity,2017,R4 Hispanic,158,,14,,13,
Trinity,2017,R5 White,3065,,155,,129,
Trinity,2017,R6 Other,67,,,1,,1
Trinity,2017,R7 Unknown,384,,22,,16,
Trinity,2017,S1 Female,1929,,115,,92,
Trinity,2017,S2 Male,1956,,93,,78,
Trinity,2017,Z1 ALL,3885,,208,,170,
Trinity,2018,A1 Adults 21-44,1922,,110,,,2
Trinity,2018,A2 Adults 45-64,1445,,85,,73,
Trinity,2018,A3 Adults 65+,477,,12,,,1
Trinity,2018,R1 Alaskan Native or American Indian,125,,,1,,1
Trinity,2018,R2 Asian or Pacific Islander,84,,,1,,1
Trinity,2018,R3 Black,14,,0,,0,
Trinity,2018,R4 Hispanic,171,,,1,,1
Trinity,2018,R5 White,2981,,160,,126,
Trinity,2018,R6 Other,82,,,1,,1
Trinity,2018,R7 Unknown,387,,23,,20,
Trinity,2018,S1 Female,1941,,113,,91,
Trinity,2018,S2 Male,1903,,94,,72,
Trinity,2018,Z1 ALL,3844,,207,,163,
Trinity,2019,A1 Adults 21-44,1812,,108,,83,
Trinity,2019,A2 Adults 45-64,1384,,89,,66,
Trinity,2019,A3 Adults 65+,484,,12,,11,
Trinity,2019,R1 Alaskan Native or American Indian,114,,,1,,1
Trinity,2019,R2 Asian or Pacific Islander,83,,,1,,1
Trinity,2019,R3 Black,19,,0,,0,
Trinity,2019,R4 Hispanic,153,,,1,,1
Trinity,2019,R5 White,2876,,167,,131,
