Year,County,Occupation,Successful Closures,Annotation Code,Count Annotation Desc,Percent,Percent Annotation Desc
2016,Kern,Protective Service Occupations,1,,,,
2016,Kern,RSA Special Occupations and Miscellaneous,22,,,,
2016,Kern,Sales and Related Occupations,14,,,,
2016,Kern,Service Occupations,14,,,,
2016,Kings,"Agricultural, Forestry, Fishing and Related",1,,,,
2016,Kings,Computer and Mathematical Occupations,1,,,,
2016,Kings,Managerial and Administrative,1,,,,
2016,Kings,Not Reported,7,,,,
2016,Kings,"Prod, Const, Operating, Maint & Material Handling",4,,,,
2016,Kings,"Professional, Paraprofessional and Technical",3,,,,
2016,Kings,RSA Special Occupations and Miscellaneous,3,,,,
2016,Kings,Sales and Related Occupations,4,,,,
2016,Kings,Service Occupations,7,,,,
2016,Lake,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Lake,Community and Social Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Lake,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Lake,RSA Special Occupations and Miscellaneous,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Lake,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Lassen,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Lassen,Not Reported,2,,,,
2016,Lassen,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Lassen,RSA Special Occupations and Miscellaneous,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Lassen,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Lassen,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Los Angeles,"Agricultural, Forestry, Fishing and Related",23,,,,
2016,Los Angeles,Business and Financial Operations Occupations,2,,,,
2016,Los Angeles,Clerical and Administrative Support,908,,,,
2016,Los Angeles,Community and Social Service Occupations,5,,,,
2016,Los Angeles,Computer and Mathematical Occupations,6,,,,
2016,Los Angeles,Construction and Extraction Occupations,12,,,,
2016,Los Angeles,"Education, Training, and Library Occupations",4,,,,
2016,Los Angeles,Healthcare Practitioners and Technical Occupations,3,,,,
2016,Los Angeles,Healthcare Support Occupations,6,,,,
2016,Los Angeles,"Installation, Maintenance, and Repair Occupations",1,,,,
2016,Los Angeles,Managerial and Administrative,23,,,,
2016,Los Angeles,Not Reported,364,,,,
2016,Los Angeles,"Prod, Const, Operating, Maint & Material Handling",693,,,,
2016,Los Angeles,Production Occupations,1,,,,
2016,Los Angeles,"Professional, Paraprofessional and Technical",247,,,,
2016,Los Angeles,Protective Service Occupations,2,,,,
2016,Los Angeles,RSA Special Occupations and Miscellaneous,225,,,,
2016,Los Angeles,Sales and Related Occupations,443,,,,
2016,Los Angeles,Service Occupations,550,,,,
2016,Madera,Not Reported,1,,,,
2016,Madera,"Prod, Const, Operating, Maint & Material Handling",3,,,,
2016,Madera,"Professional, Paraprofessional and Technical",2,,,,
2016,Madera,RSA Special Occupations and Miscellaneous,4,,,,
2016,Madera,Sales and Related Occupations,1,,,,
2016,Madera,Service Occupations,2,,,,
2016,Marin,"Agricultural, Forestry, Fishing and Related",2,,,,
2016,Marin,Clerical and Administrative Support,25,,,,
2016,Marin,Not Reported,13,,,,
2016,Marin,"Prod, Const, Operating, Maint & Material Handling",4,,,,
2016,Marin,"Professional, Paraprofessional and Technical",5,,,,
2016,Marin,RSA Special Occupations and Miscellaneous,5,,,,
2016,Marin,Sales and Related Occupations,4,,,,
2016,Marin,Service Occupations,5,,,,
2016,Mendocino,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Mendocino,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Mendocino,Not Reported,2,,,,
2016,Mendocino,"Prod, Const, Operating, Maint & Material Handling",12,,,,
2016,Mendocino,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Mendocino,RSA Special Occupations and Miscellaneous,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Mendocino,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Mendocino,Service Occupations,15,,,,
2016,Merced,"Agricultural, Forestry, Fishing and Related",2,,,,
2016,Merced,Clerical and Administrative Support,8,,,,
2016,Merced,Healthcare Support Occupations,1,,,,
2016,Merced,Managerial and Administrative,2,,,,
2016,Merced,Not Reported,5,,,,
2016,Merced,"Prod, Const, Operating, Maint & Material Handling",18,,,,
2016,Merced,"Professional, Paraprofessional and Technical",11,,,,
2016,Merced,RSA Special Occupations and Miscellaneous,10,,,,
2016,Merced,Sales and Related Occupations,19,,,,
2016,Merced,Service Occupations,8,,,,
2016,Modoc,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Modoc,Not Reported,1,,,,
2016,Modoc,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Modoc,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Monterey,"Agricultural, Forestry, Fishing and Related",15,,,,
2016,Monterey,Clerical and Administrative Support,10,,,,
2016,Monterey,Computer and Mathematical Occupations,1,,,,
2016,Monterey,Managerial and Administrative,2,,,,
2016,Monterey,Not Reported,9,,,,
2016,Monterey,"Prod, Const, Operating, Maint & Material Handling",6,,,,
2016,Monterey,"Professional, Paraprofessional and Technical",11,,,,
2016,Monterey,RSA Special Occupations and Miscellaneous,9,,,,
2016,Monterey,Sales and Related Occupations,22,,,,
2016,Monterey,Service Occupations,13,,,,
2016,Napa,Clerical and Administrative Support,15,,,,
2016,Napa,Managerial and Administrative,1,,,,
2016,Napa,Not Reported,4,,,,
2016,Napa,"Prod, Const, Operating, Maint & Material Handling",10,,,,
2016,Napa,Production Occupations,1,,,,
2016,Napa,"Professional, Paraprofessional and Technical",5,,,,
2016,Napa,RSA Special Occupations and Miscellaneous,13,,,,
2016,Napa,Sales and Related Occupations,12,,,,
2016,Napa,Service Occupations,17,,,,
2016,Nevada,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Nevada,Not Reported,2,,,,
2016,Nevada,"Prod, Const, Operating, Maint & Material Handling",11,,,,
2016,Nevada,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Nevada,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Nevada,Service Occupations,18,,,,
2016,Orange,"Agricultural, Forestry, Fishing and Related",12,,,,
2016,Orange,Clerical and Administrative Support,338,,,,
2016,Orange,Computer and Mathematical Occupations,3,,,,
2016,Orange,"Education, Training, and Library Occupations",4,,,,
2016,Orange,Managerial and Administrative,8,,,,
2016,Orange,Not Reported,95,,,,
2016,Orange,"Prod, Const, Operating, Maint & Material Handling",226,,,,
2016,Orange,"Professional, Paraprofessional and Technical",78,,,,
2016,Orange,RSA Special Occupations and Miscellaneous,73,,,,
2016,Orange,Sales and Related Occupations,257,,,,
2016,Orange,Service Occupations,192,,,,
2016,Out of State,"Agricultural, Forestry, Fishing and Related",2,,,,
2016,Out of State,Clerical and Administrative Support,5,,,,
2016,Out of State,Community and Social Service Occupations,1,,,,
2016,Out of State,Computer and Mathematical Occupations,2,,,,
2016,Out of State,Healthcare Practitioners and Technical Occupations,1,,,,
2016,Out of State,Not Reported,13,,,,
2016,Out of State,"Prod, Const, Operating, Maint & Material Handling",8,,,,
2016,Out of State,"Professional, Paraprofessional and Technical",13,,,,
2016,Out of State,RSA Special Occupations and Miscellaneous,3,,,,
2016,Out of State,Sales and Related Occupations,7,,,,
2016,Out of State,Service Occupations,10,,,,
2016,Placer,"Agricultural, Forestry, Fishing and Related",3,,,,
2016,Placer,Clerical and Administrative Support,50,,,,
2016,Placer,Managerial and Administrative,2,,,,
2016,Placer,Not Reported,10,,,,
2016,Placer,"Prod, Const, Operating, Maint & Material Handling",32,,,,
2016,Placer,"Professional, Paraprofessional and Technical",9,,,,
2016,Placer,RSA Special Occupations and Miscellaneous,12,,,,
2016,Placer,Sales and Related Occupations,12,,,,
2016,Placer,Service Occupations,19,,,,
2016,Plumas,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Plumas,Not Reported,1,,,,
2016,Plumas,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Plumas,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Riverside,"Agricultural, Forestry, Fishing and Related",16,,,,
2016,Riverside,Clerical and Administrative Support,114,,,,
2016,Riverside,Computer and Mathematical Occupations,2,,,,
2016,Riverside,"Education, Training, and Library Occupations",3,,,,
2016,Riverside,Healthcare Support Occupations,1,,,,
2016,Riverside,Managerial and Administrative,2,,,,
2016,Riverside,Not Reported,63,,,,
2016,Riverside,"Prod, Const, Operating, Maint & Material Handling",140,,,,
2016,Riverside,"Professional, Paraprofessional and Technical",54,,,,
2016,Riverside,RSA Special Occupations and Miscellaneous,53,,,,
2016,Riverside,Sales and Related Occupations,87,,,,
2016,Riverside,Service Occupations,116,,,,
2016,Sacramento,"Agricultural, Forestry, Fishing and Related",3,,,,
2016,Sacramento,Clerical and Administrative Support,174,,,,
2016,Sacramento,Community and Social Service Occupations,1,,,,
2016,Sacramento,Computer and Mathematical Occupations,2,,,,
2016,Sacramento,"Education, Training, and Library Occupations",1,,,,
2016,Sacramento,Healthcare Support Occupations,1,,,,
2016,Sacramento,Managerial and Administrative,3,,,,
2016,Sacramento,Not Reported,37,,,,
2016,Sacramento,"Prod, Const, Operating, Maint & Material Handling",84,,,,
2016,Sacramento,"Professional, Paraprofessional and Technical",47,,,,
2016,Sacramento,Protective Service Occupations,1,,,,
2016,Sacramento,RSA Special Occupations and Miscellaneous,59,,,,
2016,Sacramento,Sales and Related Occupations,52,,,,
2016,Sacramento,Service Occupations,78,,,,
2016,San Benito,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,San Benito,Not Reported,3,,,,
2016,San Benito,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,San Benito,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,San Benito,RSA Special Occupations and Miscellaneous,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,San Benito,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,San Benito,Service Occupations,12,,,,
2016,San Bernardino,"Agricultural, Forestry, Fishing and Related",12,,,,
2016,San Bernardino,Clerical and Administrative Support,104,,,,
2016,San Bernardino,Community and Social Service Occupations,1,,,,
2016,San Bernardino,Computer and Mathematical Occupations,2,,,,
2016,San Bernardino,"Education, Training, and Library Occupations",2,,,,
2016,San Bernardino,Managerial and Administrative,9,,,,
2016,San Bernardino,Not Reported,72,,,,
2016,San Bernardino,"Prod, Const, Operating, Maint & Material Handling",169,,,,
2016,San Bernardino,"Professional, Paraprofessional and Technical",47,,,,
2016,San Bernardino,RSA Special Occupations and Miscellaneous,17,,,,
2016,San Bernardino,Sales and Related Occupations,161,,,,
2016,San Bernardino,Service Occupations,93,,,,
2016,San Diego,"Agricultural, Forestry, Fishing and Related",14,,,,
2016,San Diego,Clerical and Administrative Support,244,,,,
2016,San Diego,Community and Social Service Occupations,4,,,,
2016,San Diego,Computer and Mathematical Occupations,5,,,,
2016,San Diego,"Education, Training, and Library Occupations",4,,,,
2016,San Diego,Healthcare Practitioners and Technical Occupations,2,,,,
2016,San Diego,Healthcare Support Occupations,1,,,,
2016,San Diego,Managerial and Administrative,13,,,,
2016,San Diego,Not Reported,108,,,,
2016,San Diego,"Prod, Const, Operating, Maint & Material Handling",212,,,,
2016,San Diego,Production Occupations,1,,,,
2016,San Diego,"Professional, Paraprofessional and Technical",95,,,,
2016,San Diego,RSA Special Occupations and Miscellaneous,142,,,,
2016,San Diego,Sales and Related Occupations,123,,,,
2016,San Diego,Service Occupations,178,,,,
2016,San Francisco,Clerical and Administrative Support,2,,,,
2016,San Francisco,Not Reported,2,,,,
2016,San Francisco,"Prod, Const, Operating, Maint & Material Handling",1,,,,
2016,San Francisco,"Professional, Paraprofessional and Technical",1,,,,
2016,San Francisco,RSA Special Occupations and Miscellaneous,2,,,,
2016,San Francisco,Service Occupations,1,,,,
2016,San Joaquin,Clerical and Administrative Support,7,,,,
2016,San Joaquin,Community and Social Service Occupations,1,,,,
2016,San Joaquin,Computer and Mathematical Occupations,1,,,,
2016,San Joaquin,Construction and Extraction Occupations,1,,,,
2016,San Joaquin,Healthcare Support Occupations,2,,,,
2016,San Joaquin,Not Reported,17,,,,
2016,San Joaquin,"Prod, Const, Operating, Maint & Material Handling",2,,,,
2016,San Joaquin,"Professional, Paraprofessional and Technical",9,,,,
2016,San Joaquin,RSA Special Occupations and Miscellaneous,14,,,,
2016,San Joaquin,Sales and Related Occupations,15,,,,
2016,San Joaquin,Service Occupations,20,,,,
2016,San Luis Obispo,"Agricultural, Forestry, Fishing and Related",4,,,,
2016,San Luis Obispo,Clerical and Administrative Support,37,,,,
2016,San Luis Obispo,Computer and Mathematical Occupations,1,,,,
2016,San Luis Obispo,Managerial and Administrative,2,,,,
2016,San Luis Obispo,Not Reported,14,,,,
2016,San Luis Obispo,"Prod, Const, Operating, Maint & Material Handling",14,,,,
2016,San Luis Obispo,"Professional, Paraprofessional and Technical",19,,,,
2016,San Luis Obispo,RSA Special Occupations and Miscellaneous,5,,,,
2016,San Luis Obispo,Sales and Related Occupations,17,,,,
2016,San Luis Obispo,Service Occupations,12,,,,
2016,San Mateo,"Agricultural, Forestry, Fishing and Related",14,,,,
2016,San Mateo,Clerical and Administrative Support,195,,,,
2016,San Mateo,Community and Social Service Occupations,12,,,,
2016,San Mateo,"Education, Training, and Library Occupations",1,,,,
2016,San Mateo,Healthcare Practitioners and Technical Occupations,2,,,,
2016,San Mateo,Healthcare Support Occupations,1,,,,
2016,San Mateo,Managerial and Administrative,3,,,,
2016,San Mateo,Not Reported,90,,,,
2016,San Mateo,"Prod, Const, Operating, Maint & Material Handling",45,,,,
2016,San Mateo,"Professional, Paraprofessional and Technical",51,,,,
2016,San Mateo,RSA Special Occupations and Miscellaneous,35,,,,
2016,San Mateo,Sales and Related Occupations,78,,,,
2016,San Mateo,Service Occupations,109,,,,
2016,Santa Barbara,"Agricultural, Forestry, Fishing and Related",10,,,,
2016,Santa Barbara,Clerical and Administrative Support,58,,,,
2016,Santa Barbara,Community and Social Service Occupations,1,,,,
2016,Santa Barbara,Computer and Mathematical Occupations,1,,,,
2016,Santa Barbara,Not Reported,30,,,,
2016,Santa Barbara,"Prod, Const, Operating, Maint & Material Handling",30,,,,
2016,Santa Barbara,"Professional, Paraprofessional and Technical",16,,,,
2016,Santa Barbara,RSA Special Occupations and Miscellaneous,8,,,,
2016,Santa Barbara,Sales and Related Occupations,26,,,,
2016,Santa Barbara,Service Occupations,53,,,,
2016,Santa Clara,Clerical and Administrative Support,86,,,,
2016,Santa Clara,Computer and Mathematical Occupations,2,,,,
2016,Santa Clara,"Education, Training, and Library Occupations",1,,,,
2016,Santa Clara,Managerial and Administrative,2,,,,
2016,Santa Clara,Not Reported,38,,,,
2016,Santa Clara,"Prod, Const, Operating, Maint & Material Handling",21,,,,
2016,Santa Clara,"Professional, Paraprofessional and Technical",34,,,,
2016,Santa Clara,RSA Special Occupations and Miscellaneous,22,,,,
2016,Santa Clara,Sales and Related Occupations,127,,,,
2016,Santa Clara,Service Occupations,69,,,,
2016,Santa Cruz,Clerical and Administrative Support,7,,,,
2016,Santa Cruz,Computer and Mathematical Occupations,1,,,,
2016,Santa Cruz,Managerial and Administrative,1,,,,
2016,Santa Cruz,Not Reported,3,,,,
2016,Santa Cruz,"Prod, Const, Operating, Maint & Material Handling",14,,,,
2016,Santa Cruz,"Professional, Paraprofessional and Technical",3,,,,
2016,Santa Cruz,RSA Special Occupations and Miscellaneous,12,,,,
2016,Santa Cruz,Sales and Related Occupations,3,,,,
2016,Santa Cruz,Service Occupations,8,,,,
2016,Shasta,"Agricultural, Forestry, Fishing and Related",1,,,,
2016,Shasta,Clerical and Administrative Support,8,,,,
2016,Shasta,Community and Social Service Occupations,1,,,,
2016,Shasta,Managerial and Administrative,1,,,,
2016,Shasta,Not Reported,5,,,,
2016,Shasta,"Prod, Const, Operating, Maint & Material Handling",10,,,,
2016,Shasta,"Professional, Paraprofessional and Technical",13,,,,
2016,Shasta,RSA Special Occupations and Miscellaneous,4,,,,
2016,Shasta,Sales and Related Occupations,10,,,,
2016,Shasta,Service Occupations,16,,,,
2016,Sierra,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Siskiyou,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Siskiyou,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Siskiyou,Not Reported,1,,,,
2016,Siskiyou,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Siskiyou,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Siskiyou,RSA Special Occupations and Miscellaneous,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Siskiyou,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Siskiyou,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Solano,"Agricultural, Forestry, Fishing and Related",4,,,,
2016,Solano,Clerical and Administrative Support,55,,,,
2016,Solano,Not Reported,22,,,,
2016,Solano,"Prod, Const, Operating, Maint & Material Handling",41,,,,
2016,Solano,Production Occupations,1,,,,
2016,Solano,"Professional, Paraprofessional and Technical",12,,,,
2016,Solano,RSA Special Occupations and Miscellaneous,19,,,,
2016,Solano,Sales and Related Occupations,19,,,,
2016,Solano,Service Occupations,40,,,,
2016,Sonoma,"Agricultural, Forestry, Fishing and Related",2,,,,
2016,Sonoma,Clerical and Administrative Support,34,,,,
2016,Sonoma,Community and Social Service Occupations,2,,,,
2016,Sonoma,Computer and Mathematical Occupations,1,,,,
2016,Sonoma,"Education, Training, and Library Occupations",1,,,,
2016,Sonoma,Healthcare Practitioners and Technical Occupations,1,,,,
2016,Sonoma,Healthcare Support Occupations,2,,,,
2016,Sonoma,Managerial and Administrative,6,,,,
2016,Sonoma,Not Reported,21,,,,
2016,Sonoma,"Prod, Const, Operating, Maint & Material Handling",24,,,,
2016,Sonoma,"Professional, Paraprofessional and Technical",12,,,,
2016,Sonoma,RSA Special Occupations and Miscellaneous,45,,,,
2016,Sonoma,Sales and Related Occupations,29,,,,
2016,Sonoma,Service Occupations,40,,,,
2016,Stanislaus,"Agricultural, Forestry, Fishing and Related",2,,,,
2016,Stanislaus,Clerical and Administrative Support,10,,,,
2016,Stanislaus,Community and Social Service Occupations,2,,,,
2016,Stanislaus,Healthcare Support Occupations,1,,,,
2016,Stanislaus,Managerial and Administrative,1,,,,
2016,Stanislaus,Not Reported,5,,,,
2016,Stanislaus,"Prod, Const, Operating, Maint & Material Handling",12,,,,
2016,Stanislaus,Production Occupations,3,,,,
2016,Stanislaus,"Professional, Paraprofessional and Technical",8,,,,
2016,Stanislaus,RSA Special Occupations and Miscellaneous,9,,,,
2016,Stanislaus,Sales and Related Occupations,7,,,,
2016,Stanislaus,Service Occupations,19,,,,
2016,Sutter,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Sutter,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Sutter,Not Reported,4,,,,
2016,Sutter,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Sutter,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Sutter,RSA Special Occupations and Miscellaneous,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Sutter,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Sutter,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tehama,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tehama,Community and Social Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tehama,Healthcare Support Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tehama,Managerial and Administrative,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tehama,Not Reported,4,,,,
2016,Tehama,"Prod, Const, Operating, Maint & Material Handling",15,,,,
2016,Tehama,"Professional, Paraprofessional and Technical",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tehama,RSA Special Occupations and Miscellaneous,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tehama,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tehama,Service Occupations,18,,,,
2016,Trinity,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tulare,"Agricultural, Forestry, Fishing and Related",1,,,,
2016,Tulare,Business and Financial Operations Occupations,1,,,,
2016,Tulare,Clerical and Administrative Support,6,,,,
2016,Tulare,"Education, Training, and Library Occupations",2,,,,
2016,Tulare,Managerial and Administrative,1,,,,
2016,Tulare,Not Reported,8,,,,
2016,Tulare,"Prod, Const, Operating, Maint & Material Handling",9,,,,
2016,Tulare,"Professional, Paraprofessional and Technical",14,,,,
2016,Tulare,RSA Special Occupations and Miscellaneous,9,,,,
2016,Tulare,Sales and Related Occupations,8,,,,
2016,Tulare,Service Occupations,17,,,,
2016,Tuolumne,RSA Special Occupations and Miscellaneous,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tuolumne,Sales and Related Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Tuolumne,Service Occupations,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Ventura,"Agricultural, Forestry, Fishing and Related",3,,,,
2016,Ventura,Clerical and Administrative Support,53,,,,
2016,Ventura,Computer and Mathematical Occupations,5,,,,
2016,Ventura,"Education, Training, and Library Occupations",3,,,,
2016,Ventura,Healthcare Practitioners and Technical Occupations,2,,,,
2016,Ventura,Healthcare Support Occupations,1,,,,
2016,Ventura,Managerial and Administrative,6,,,,
2016,Ventura,Not Reported,34,,,,
2016,Ventura,"Prod, Const, Operating, Maint & Material Handling",62,,,,
2016,Ventura,"Professional, Paraprofessional and Technical",25,,,,
2016,Ventura,RSA Special Occupations and Miscellaneous,28,,,,
2016,Ventura,Sales and Related Occupations,47,,,,
2016,Ventura,Service Occupations,73,,,,
2016,Yolo,"Agricultural, Forestry, Fishing and Related",2,,,,
2016,Yolo,Clerical and Administrative Support,24,,,,
2016,Yolo,Community and Social Service Occupations,1,,,,
2016,Yolo,Computer and Mathematical Occupations,1,,,,
2016,Yolo,Managerial and Administrative,1,,,,
2016,Yolo,Not Reported,5,,,,
2016,Yolo,"Prod, Const, Operating, Maint & Material Handling",12,,,,
2016,Yolo,"Professional, Paraprofessional and Technical",1,,,,
2016,Yolo,RSA Special Occupations and Miscellaneous,3,,,,
2016,Yolo,Sales and Related Occupations,11,,,,
2016,Yolo,Service Occupations,7,,,,
2016,Yuba,"Agricultural, Forestry, Fishing and Related",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Yuba,Clerical and Administrative Support,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Yuba,Managerial and Administrative,,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
2016,Yuba,Not Reported,1,,,,
2016,Yuba,"Prod, Const, Operating, Maint & Material Handling",,1,"Cell suppressed for small number. A score over 12 using the Publication scoring criteria, data omitted.",1,This value represents less than or equal to 1 percent.  
