Area Type,Area Name,Year,Period,Labor Force,Employment,Unemployment,Unemployment Rate,Seasonally Adjusted (Y N),Status
Sub-County Place,Morongo Valley CDP,2010,Annual,1700,1400,300,16.8,N,Final
Sub-County Place,Morro Bay city,2010,Annual,5200,4800,500,8.8,N,Final
Sub-County Place,Moss Landing CDP,2010,Annual,200,100,100,29.6,N,Final
Sub-County Place,Mountain Mesa CDP,2010,Annual,500,300,200,39.6,N,Final
Sub-County Place,Mountain Ranch CDP,2010,Annual,810,650,160,19.3,N,Final
Sub-County Place,Mountain View CDP,2010,Annual,1100,1000,100,11.9,N,Final
Sub-County Place,Mountain View city,2010,Annual,44100,40500,3600,8.3,N,Final
Sub-County Place,Mountain View Acres CDP,2010,Annual,1500,1200,300,21.7,N,Final
Sub-County Place,Mount Shasta city,2010,Annual,1920,1600,310,16.4,N,Final
Sub-County Place,Murphys CDP,2010,Annual,780,730,40,5.5,N,Final
Sub-County Place,Murrieta city,2010,Annual,48900,43300,5600,11.5,N,Final
Sub-County Place,Muscoy CDP,2010,Annual,4400,3500,900,20.7,N,Final
Sub-County Place,Napa city,2010,Annual,40000,35500,4500,11.1,N,Final
Sub-County Place,National City city,2010,Annual,24900,21500,3400,13.8,N,Final
Sub-County Place,Needles city,2010,Annual,1900,1700,200,10.2,N,Final
Sub-County Place,Nevada City city,2010,Annual,1570,1420,150,9.8,N,Final
Sub-County Place,Newark city,2010,Annual,22500,20300,2200,9.6,N,Final
Sub-County Place,Newman city,2010,Annual,4700,3900,800,16.6,N,Final
Sub-County Place,Newport Beach city,2010,Annual,44500,40800,3700,8.3,N,Final
Sub-County Place,Nice CDP,2010,Annual,970,870,100,10.3,N,Final
Sub-County Place,Nipomo CDP,2010,Annual,8400,7400,1000,12.1,N,Final
Sub-County Place,Norco city,2010,Annual,11500,10100,1300,11.5,N,Final
Sub-County Place,North Auburn CDP,2010,Annual,5900,5100,800,13.3,N,Final
Sub-County Place,North Edwards CDP,2010,Annual,500,400,100,20.7,N,Final
Sub-County Place,North El Monte CDP,2010,Annual,2200,2100,100,4.4,N,Final
Sub-County Place,North Fair Oaks CDP,2010,Annual,8200,7200,1100,12.8,N,Final
Sub-County Place,North Highlands CDP,2010,Annual,18300,15900,2400,13.3,N,Final
Sub-County Place,North Lakeport CDP,2010,Annual,1580,1390,190,12,N,Final
Sub-County Place,Norwalk city,2010,Annual,50600,44100,6500,12.9,N,Final
Sub-County Place,Novato city,2010,Annual,27000,24900,2100,7.9,N,Final
Sub-County Place,Nuevo CDP,2010,Annual,2700,2300,400,16.2,N,Final
Sub-County Place,Oakdale city,2010,Annual,9700,8400,1400,14.2,N,Final
Sub-County Place,Oakhurst CDP,2010,Annual,1300,1100,200,12.6,N,Final
Sub-County Place,Oakland city,2010,Annual,205000,177200,27900,13.6,N,Final
Sub-County Place,Oakley city,2010,Annual,17700,15200,2400,13.8,N,Final
Sub-County Place,Oak Park CDP,2010,Annual,7500,6700,700,10,N,Final
Sub-County Place,Oak View CDP,2010,Annual,2400,2000,300,14.6,N,Final
Sub-County Place,Occidental CDP,2010,Annual,500,500,0,0,N,Final
Sub-County Place,Oceano CDP,2010,Annual,3800,3500,400,10.1,N,Final
Sub-County Place,Oceanside city,2010,Annual,80700,71600,9100,11.3,N,Final
Sub-County Place,Oildale CDP,2010,Annual,15400,12100,3300,21.7,N,Final
Sub-County Place,Ojai city,2010,Annual,3700,3100,500,14.6,N,Final
Sub-County Place,Olancha CDP,2010,Annual,80,80,0,0,N,Final
Sub-County Place,Olivehurst CDP,2010,Annual,5400,4200,1200,22.1,N,Final
Sub-County Place,Ontario city,2010,Annual,79400,68400,11000,13.9,N,Final
Sub-County Place,Onyx CDP,2010,Annual,100,100,0,0,N,Final
Sub-County Place,Orange city,2010,Annual,70700,64000,6700,9.5,N,Final
Sub-County Place,Orange Cove city,2010,Annual,3700,2900,900,23.1,N,Final
Sub-County Place,Orangevale CDP,2010,Annual,17800,16000,1900,10.4,N,Final
Sub-County Place,Orcutt CDP,2010,Annual,13600,12400,1200,8.8,N,Final
Sub-County Place,Orinda city,2010,Annual,8100,7600,400,5.5,N,Final
Sub-County Place,Orland city,2010,Annual,3220,2590,630,19.5,N,Final
Sub-County Place,Oroville city,2010,Annual,6600,5500,1100,16.2,N,Final
Sub-County Place,Oroville East CDP,2010,Annual,3700,3000,600,17.6,N,Final
Sub-County Place,Oxnard city,2010,Annual,99900,87900,12000,12,N,Final
Sub-County Place,Pacheco CDP,2010,Annual,2000,1700,300,13.8,N,Final
Sub-County Place,Pacifica city,2010,Annual,21400,19700,1700,7.9,N,Final
Sub-County Place,Pacific Grove city,2010,Annual,8700,7900,700,8.3,N,Final
Sub-County Place,Pajaro CDP,2010,Annual,1500,1000,500,36.2,N,Final
Sub-County Place,Palermo CDP,2010,Annual,2000,1500,500,25.5,N,Final
Sub-County Place,Palmdale city,2010,Annual,64500,53800,10600,16.5,N,Final
Sub-County Place,Palm Desert city,2010,Annual,21500,19300,2200,10.3,N,Final
Sub-County Place,Palm Springs city,2010,Annual,20500,18100,2400,11.8,N,Final
Sub-County Place,Palo Alto city,2010,Annual,32100,29700,2400,7.5,N,Final
Sub-County Place,Palos Verdes Estates city,2010,Annual,5400,5300,100,2.2,N,Final
Sub-County Place,Paradise town,2010,Annual,11300,9900,1400,12.5,N,Final
Sub-County Place,Paramount city,2010,Annual,24900,21300,3600,14.6,N,Final
Sub-County Place,Parksdale CDP,2010,Annual,1200,1000,300,20.3,N,Final
Sub-County Place,Parkwood CDP,2010,Annual,800,700,100,12.5,N,Final
Sub-County Place,Parlier city,2010,Annual,6700,5400,1300,19.6,N,Final
Sub-County Place,Pasadena city,2010,Annual,75700,67200,8500,11.3,N,Final
Sub-County Place,Patterson city,2010,Annual,9100,7600,1500,16.5,N,Final
Sub-County Place,Paxton CDP,2010,Annual,0,0,0,0,N,Final
Sub-County Place,Penn Valley CDP,2010,Annual,560,480,80,14.6,N,Final
Sub-County Place,Perris city,2010,Annual,28400,22700,5600,19.9,N,Final
Sub-County Place,Petaluma city,2010,Annual,30300,27700,2600,8.7,N,Final
Sub-County Place,Pico Rivera city,2010,Annual,29800,26400,3500,11.6,N,Final
Sub-County Place,Piedmont city,2010,Annual,5200,4800,300,6.4,N,Final
Sub-County Place,Pine Mountain Club CDP,2010,Annual,600,600,100,12,N,Final
Sub-County Place,Pinole city,2010,Annual,9400,8500,900,9.5,N,Final
Sub-County Place,Piru CDP,2010,Annual,800,700,100,11.5,N,Final
Sub-County Place,Pismo Beach city,2010,Annual,3800,3500,300,8.3,N,Final
Sub-County Place,Pittsburg city,2010,Annual,31400,27200,4200,13.3,N,Final
Sub-County Place,Pixley CDP,2010,Annual,1400,1000,400,28.5,N,Final
Sub-County Place,Placentia city,2010,Annual,25900,23000,2900,11.2,N,Final
Sub-County Place,Placerville city,2010,Annual,4800,4000,800,16.5,N,Final
Sub-County Place,Planada CDP,2010,Annual,2300,1700,600,25.3,N,Final
Sub-County Place,Pleasant Hill city,2010,Annual,17400,15700,1600,9.5,N,Final
Sub-County Place,Pleasanton city,2010,Annual,35200,32100,3100,8.8,N,Final
Sub-County Place,Plumas Eureka CDP,2010,Annual,170,120,50,28.4,N,Final
Sub-County Place,Plymouth city,2010,Annual,510,430,80,16.2,N,Final
Sub-County Place,Point Arena city,2010,Annual,250,220,20,9.8,N,Final
Sub-County Place,Point Reyes Station CDP,2010,Annual,600,600,0,5.7,N,Final
Sub-County Place,Pollock Pines CDP,2010,Annual,3700,3000,700,17.9,N,Final
Sub-County Place,Pomona city,2010,Annual,67200,57800,9400,14,N,Final
Sub-County Place,Poplar Cotton Center CDP,2010,Annual,1100,800,200,22.7,N,Final
Sub-County Place,Port Costa CDP,2010,Annual,100,100,0,0,N,Final
Sub-County Place,Porterville city,2010,Annual,23900,19600,4400,18.2,N,Final
Sub-County Place,Port Hueneme city,2010,Annual,10300,8600,1700,16.1,N,Final
Sub-County Place,Portola city,2010,Annual,980,660,320,32.3,N,Final
Sub-County Place,Poway city,2010,Annual,24600,22800,1800,7.2,N,Final
Sub-County Place,Prattville CDP,2010,Annual,0,0,0,0,N,Final
Sub-County Place,Prunedale CDP,2010,Annual,10800,9700,1100,10,N,Final
Sub-County Place,Quartz Hill CDP,2010,Annual,4700,4000,800,16.2,N,Final
Sub-County Place,Quincy CDP,2010,Annual,650,590,70,10.6,N,Final
Sub-County Place,Raisin City CDP,2010,Annual,100,100,0,18.1,N,Final
Sub-County Place,Ramona CDP,2010,Annual,10700,9600,1100,10.7,N,Final
Sub-County Place,Rancho Calaveras CDP,2010,Annual,3180,2500,670,21.2,N,Final
Sub-County Place,Rancho Cordova City,2010,Annual,32600,27900,4600,14.2,N,Final
Sub-County Place,Rancho Cucamonga city,2010,Annual,86100,77100,9000,10.5,N,Final
Sub-County Place,Rancho Mirage city,2010,Annual,6400,5700,800,12.1,N,Final
Sub-County Place,Rancho Murieta CDP,2010,Annual,2900,2700,200,7.9,N,Final
Sub-County Place,Rancho Palos Verdes city,2010,Annual,18300,17200,1100,6.3,N,Final
Sub-County Place,Rancho Santa Margarita city,2010,Annual,26500,24900,1600,5.9,N,Final
Sub-County Place,Rancho Tehama Reserve CDP,2010,Annual,290,230,60,19.2,N,Final
Sub-County Place,Randsburg CDP,2010,Annual,0,0,0,0,N,Final
Sub-County Place,Red Bluff city,2010,Annual,5450,4550,910,16.6,N,Final
Sub-County Place,Redding city,2010,Annual,41400,34800,6600,15.9,N,Final
Sub-County Place,Redlands city,2010,Annual,31900,29300,2600,8.3,N,Final
Sub-County Place,Redondo Beach city,2010,Annual,39100,36000,3100,7.9,N,Final
Sub-County Place,Redway CDP,2010,Annual,400,400,0,8.9,N,Final
Sub-County Place,Redwood City city,2010,Annual,41800,38500,3300,7.8,N,Final
Sub-County Place,Reedley city,2010,Annual,11500,9600,1900,16.5,N,Final
Sub-County Place,Rialto city,2010,Annual,43200,36200,7000,16.3,N,Final
Sub-County Place,Richgrove CDP,2010,Annual,1200,1000,300,21.7,N,Final
Sub-County Place,Richmond city,2010,Annual,51900,45200,6700,12.8,N,Final
Sub-County Place,Ridgecrest city,2010,Annual,13300,11900,1500,11,N,Final
Sub-County Place,Ridgemark CDP,2010,Annual,2400,2300,200,6.8,N,Final
Sub-County Place,Rio Dell city,2010,Annual,1500,1300,200,14.4,N,Final
Sub-County Place,Rio del Mar CDP,2010,Annual,4600,4100,500,10.3,N,Final
Sub-County Place,Rio Linda CDP,2010,Annual,7100,6300,900,12.2,N,Final
Sub-County Place,Rio Vista city,2010,Annual,3100,2300,700,23.7,N,Final
Sub-County Place,Ripon city,2010,Annual,6600,6100,500,7.6,N,Final
Sub-County Place,Riverbank city,2010,Annual,11500,9500,2000,17.1,N,Final
Sub-County Place,Riverdale CDP,2010,Annual,1600,1300,300,18.4,N,Final
Sub-County Place,Riverside city,2010,Annual,141200,122000,19200,13.6,N,Final
Sub-County Place,Rocklin city,2010,Annual,29700,26100,3600,12,N,Final
Sub-County Place,Rodeo CDP,2010,Annual,4900,4300,600,11.7,N,Final
Sub-County Place,Rohnert Park city,2010,Annual,21800,19300,2500,11.4,N,Final
Sub-County Place,Rolling Hills city,2010,Annual,900,800,100,7.4,N,Final
Sub-County Place,Rolling Hills Estates city,2010,Annual,3400,3200,200,6.2,N,Final
Sub-County Place,Rollingwood CDP,2010,Annual,1300,1200,100,5.9,N,Final
Sub-County Place,Romoland CDP,2010,Annual,700,600,100,9.1,N,Final
Sub-County Place,Rosamond CDP,2010,Annual,7600,6700,900,11.8,N,Final
Sub-County Place,Rosedale CDP,2010,Annual,8100,7200,900,10.8,N,Final
Sub-County Place,Rosemead city,2010,Annual,25500,21800,3700,14.4,N,Final
Sub-County Place,Rosemont CDP,2010,Annual,12000,10400,1700,14,N,Final
Sub-County Place,Roseville city,2010,Annual,61400,54500,6900,11.2,N,Final
Sub-County Place,Rossmoor CDP,2010,Annual,4900,4700,300,6,N,Final
Sub-County Place,Round Valley CDP,2010,Annual,210,170,40,18.8,N,Final
Sub-County Place,Rowland Heights CDP,2010,Annual,25300,23100,2200,8.8,N,Final
Sub-County Place,Running Springs CDP,2010,Annual,2700,2400,200,9.3,N,Final
Sub-County Place,Sacramento city,2010,Annual,228500,197400,31100,13.6,N,Final
Sub-County Place,St. Helena city,2010,Annual,2700,2500,200,6.8,N,Final
Sub-County Place,Salida CDP,2010,Annual,7400,6400,1000,13.6,N,Final
Sub-County Place,Salinas city,2010,Annual,78300,67500,10700,13.7,N,Final
Sub-County Place,San Andreas CDP,2010,Annual,1210,1000,210,17.5,N,Final
Sub-County Place,San Anselmo town,2010,Annual,6600,6100,500,7.6,N,Final
Sub-County Place,San Antonio Heights CDP,2010,Annual,1800,1600,200,10.7,N,Final
Sub-County Place,San Ardo CDP,2010,Annual,400,300,100,19.1,N,Final
Sub-County Place,San Bernardino city,2010,Annual,83200,68900,14400,17.3,N,Final
Sub-County Place,San Bruno city,2010,Annual,23600,21700,2000,8.3,N,Final
Sub-County Place,San Buenaventura (Ventura) city,2010,Annual,57200,50800,6400,11.2,N,Final
Sub-County Place,San Carlos city,2010,Annual,15300,14000,1300,8.5,N,Final
Sub-County Place,San Clemente city,2010,Annual,30800,28300,2600,8.4,N,Final
Sub-County Place,Sand City city,2010,Annual,200,100,0,25,N,Final
Sub-County Place,San Diego city,2010,Annual,674900,604000,70900,10.5,N,Final
Sub-County Place,San Dimas city,2010,Annual,17100,15400,1700,10.1,N,Final
Sub-County Place,San Fernando city,2010,Annual,11600,9900,1700,14.7,N,Final
Sub-County Place,San Francisco city,2010,Annual,485800,441600,44200,9.1,N,Final
Sub-County Place,San Gabriel city,2010,Annual,20200,18600,1600,7.9,N,Final
Sub-County Place,Sanger city,2010,Annual,11800,9600,2200,18.7,N,Final
Sub-County Place,San Jacinto city,2010,Annual,18200,14500,3700,20.4,N,Final
Sub-County Place,San Joaquin city,2010,Annual,1300,1100,100,10.5,N,Final
Sub-County Place,San Jose city,2010,Annual,497300,438400,58900,11.8,N,Final
Sub-County Place,San Juan Bautista city,2010,Annual,1000,800,200,18.3,N,Final
Sub-County Place,San Juan Capistrano city,2010,Annual,16900,15100,1900,11,N,Final
Sub-County Place,San Leandro city,2010,Annual,45400,40000,5400,12,N,Final
Sub-County Place,San Lorenzo CDP,2010,Annual,12300,10900,1400,11.6,N,Final
Sub-County Place,San Lucas CDP,2010,Annual,100,100,0,6.7,N,Final
Sub-County Place,San Luis Obispo city,2010,Annual,24400,21800,2600,10.8,N,Final
Sub-County Place,San Marcos city,2010,Annual,37100,33800,3200,8.7,N,Final
Sub-County Place,San Marino city,2010,Annual,5500,5300,300,5,N,Final
Sub-County Place,San Martin CDP,2010,Annual,3500,2800,600,18.4,N,Final
Sub-County Place,San Mateo city,2010,Annual,55400,50800,4600,8.3,N,Final
Sub-County Place,San Miguel CDP,2010,Annual,1400,1100,300,18.8,N,Final
Sub-County Place,San Pablo city,2010,Annual,14100,11800,2400,16.7,N,Final
Sub-County Place,San Rafael city,2010,Annual,31400,28700,2600,8.4,N,Final
Sub-County Place,San Ramon city,2010,Annual,37500,34600,2900,7.7,N,Final
Sub-County Place,Santa Ana city,2010,Annual,157200,139300,17900,11.4,N,Final
Sub-County Place,Santa Barbara city,2010,Annual,49900,45900,4000,8,N,Final
Sub-County Place,Santa Clara city,2010,Annual,61300,55400,5900,9.7,N,Final
Sub-County Place,Santa Clarita city,2010,Annual,93800,82900,10900,11.6,N,Final
Sub-County Place,Santa Cruz city,2010,Annual,32400,28400,4000,12.2,N,Final
Sub-County Place,Santa Fe Springs city,2010,Annual,7400,6300,1100,14.8,N,Final
Sub-County Place,Santa Maria city,2010,Annual,47100,41500,5600,11.9,N,Final
Sub-County Place,Santa Monica city,2010,Annual,54200,48400,5800,10.8,N,Final
Sub-County Place,Santa Paula city,2010,Annual,14200,12200,2000,14.2,N,Final
Sub-County Place,Santa Rosa city,2010,Annual,84200,73900,10300,12.2,N,Final
Sub-County Place,Santa Ynez CDP,2010,Annual,2700,2600,100,4.6,N,Final
Sub-County Place,Santee city,2010,Annual,27800,24800,3000,10.8,N,Final
Sub-County Place,Saratoga city,2010,Annual,13500,12500,1000,7.7,N,Final
Sub-County Place,Sausalito city,2010,Annual,4800,4400,400,9.3,N,Final
Sub-County Place,Scotts Valley city,2010,Annual,6300,5600,800,12.4,N,Final
Sub-County Place,Seal Beach city,2010,Annual,9900,9000,900,8.8,N,Final
Sub-County Place,Searles Valley CDP,2010,Annual,800,600,100,16.2,N,Final
Sub-County Place,Seaside city,2010,Annual,18100,15700,2400,13.4,N,Final
Sub-County Place,Sebastopol city,2010,Annual,4200,3800,400,9.6,N,Final
Sub-County Place,Selma city,2010,Annual,11300,9300,1900,17,N,Final
Sub-County Place,Shafter city,2010,Annual,6900,5900,900,13.9,N,Final
Sub-County Place,Shandon CDP,2010,Annual,500,400,100,15.7,N,Final
Sub-County Place,Shasta Lake city,2010,Annual,4200,3500,700,16.2,N,Final
Sub-County Place,Shaver Lake CDP,2010,Annual,400,400,0,5.5,N,Final
Sub-County Place,Shingle Springs CDP,2010,Annual,2200,1900,300,15.7,N,Final
Sub-County Place,Shingletown CDP,2010,Annual,900,700,200,22.3,N,Final
Sub-County Place,Shoshone CDP,2010,Annual,30,10,10,53.8,N,Final
Sub-County Place,Sierra Madre city,2010,Annual,5800,5300,500,8.5,N,Final
Sub-County Place,Signal Hill city,2010,Annual,6100,5300,800,13.7,N,Final
Sub-County Place,Simi Valley city,2010,Annual,69500,62600,6800,9.8,N,Final
Sub-County Place,Solana Beach city,2010,Annual,6700,6000,700,10.3,N,Final
Sub-County Place,Soledad city,2010,Annual,8400,6900,1500,17.7,N,Final
Sub-County Place,Solvang city,2010,Annual,2700,2400,300,12.1,N,Final
Sub-County Place,Sonoma city,2010,Annual,5000,4500,500,10.1,N,Final
Sub-County Place,Sonora city,2010,Annual,2330,2000,330,14.2,N,Final
Sub-County Place,Soquel CDP,2010,Annual,4900,4500,500,9.4,N,Final
Sub-County Place,Soulsbyville CDP,2010,Annual,1080,930,150,13.9,N,Final
Sub-County Place,South Dos Palos CDP,2010,Annual,900,700,200,21.8,N,Final
Sub-County Place,South El Monte city,2010,Annual,8600,8000,600,6.9,N,Final
Sub-County Place,South Gate city,2010,Annual,44200,37000,7100,16.1,N,Final
Sub-County Place,South Lake Tahoe city,2010,Annual,12000,10400,1700,13.7,N,Final
Sub-County Place,South Oroville CDP,2010,Annual,2400,1800,600,25.2,N,Final
Sub-County Place,South Pasadena city,2010,Annual,14400,13100,1300,9.1,N,Final
Sub-County Place,South San Francisco city,2010,Annual,34500,31300,3100,9.1,N,Final
Sub-County Place,South San Gabriel CDP,2010,Annual,3900,3400,500,12.1,N,Final
Sub-County Place,South San Jose Hills CDP,2010,Annual,9300,8500,700,8.1,N,Final
Sub-County Place,South Taft CDP,2010,Annual,700,600,0,7.2,N,Final
Sub-County Place,South Whittier CDP,2010,Annual,28100,24800,3200,11.6,N,Final
Sub-County Place,Spreckels CDP,2010,Annual,400,400,0,0,N,Final
Sub-County Place,Spring Garden CDP,2010,Annual,0,0,0,0,N,Final
Sub-County Place,Spring Valley CDP,2010,Annual,14500,12700,1800,12.2,N,Final
Sub-County Place,Springville CDP,2010,Annual,500,400,100,22.3,N,Final
Sub-County Place,Squaw Valley CDP,2010,Annual,1200,900,300,25.9,N,Final
Sub-County Place,Squirrel Mountain Valley CDP,2010,Annual,300,300,0,0,N,Final
Sub-County Place,Stallion Springs CDP,2010,Annual,1100,1000,100,9.4,N,Final
Sub-County Place,Stanton city,2010,Annual,19000,16500,2500,13,N,Final
Sub-County Place,Stockton city,2010,Annual,128900,105500,23400,18.1,N,Final
Sub-County Place,Stratford CDP,2010,Annual,600,500,100,21.1,N,Final
Sub-County Place,Strathmore CDP,2010,Annual,1600,1000,600,35.8,N,Final
Sub-County Place,Suisun City city,2010,Annual,14000,12400,1600,11.3,N,Final
Sub-County Place,Summerland CDP,2010,Annual,700,700,0,6.6,N,Final
Sub-County Place,Sunnyside Tahoe City CDP,2010,Annual,1100,900,200,16.3,N,Final
Sub-County Place,Sunnyvale city,2010,Annual,76500,69100,7400,9.6,N,Final
Sub-County Place,Sunol CDP,2010,Annual,400,400,0,2.4,N,Final
Sub-County Place,Susanville city,2010,Annual,5330,4390,930,17.5,N,Final
Sub-County Place,Sutter CDP,2010,Annual,1600,1400,200,13.4,N,Final
Sub-County Place,Sutter Creek city,2010,Annual,1120,1030,100,8.6,N,Final
Sub-County Place,Taft city,2010,Annual,3000,2700,300,10.7,N,Final
Sub-County Place,Taft Heights CDP,2010,Annual,1000,800,200,17.7,N,Final
Sub-County Place,Taft Mosswood CDP,2010,Annual,600,400,100,23.2,N,Final
Sub-County Place,Tahoe Vista CDP,2010,Annual,900,900,0,3.4,N,Final
Sub-County Place,Tamalpais Homestead Valley CDP,2010,Annual,5900,5600,300,5.7,N,Final
Sub-County Place,Tara Hills CDP,2010,Annual,2400,1900,400,18.8,N,Final
Sub-County Place,Taylorsville CDP,2010,Annual,100,100,0,0,N,Final
Sub-County Place,Tecopa CDP,2010,Annual,30,30,0,0,N,Final
Sub-County Place,Tehachapi city,2010,Annual,4200,3700,500,12.5,N,Final
Sub-County Place,Tehama city,2010,Annual,150,100,50,32.5,N,Final
Sub-County Place,Temecula city,2010,Annual,46500,41700,4900,10.4,N,Final
Sub-County Place,Temple City city,2010,Annual,17300,15800,1400,8.4,N,Final
Sub-County Place,Templeton CDP,2010,Annual,4200,3900,300,6.7,N,Final
Sub-County Place,Terra Bella CDP,2010,Annual,1900,1500,400,18.8,N,Final
Sub-County Place,Thermalito CDP,2010,Annual,2400,1900,400,18.2,N,Final
Sub-County Place,Thousand Oaks city,2010,Annual,67800,60400,7300,10.8,N,Final
Sub-County Place,Thousand Palms CDP,2010,Annual,3000,2700,300,10.6,N,Final
Sub-County Place,Three Rivers CDP,2010,Annual,1000,1000,0,3.8,N,Final
Sub-County Place,Tipton CDP,2010,Annual,1000,900,100,12.8,N,Final
Sub-County Place,Tobin CDP,2010,Annual,0,0,0,0,N,Final
Sub-County Place,Tomales CDP,2010,Annual,200,200,0,8.1,N,Final
Sub-County Place,Toro Canyon CDP,2010,Annual,700,600,100,10.6,N,Final
Sub-County Place,Torrance city,2010,Annual,75600,68900,6800,8.9,N,Final
Sub-County Place,Tracy city,2010,Annual,41100,35200,5900,14.5,N,Final
Sub-County Place,Tranquillity CDP,2010,Annual,300,300,0,0,N,Final
Sub-County Place,Traver CDP,2010,Annual,600,500,100,15.7,N,Final
Sub-County Place,Trinidad city,2010,Annual,300,200,0,6.4,N,Final
Sub-County Place,Truckee town,2010,Annual,10180,9000,1180,11.6,N,Final
